filename,prompt,ai_app,seed,before_image,type,cfg_scale,sampling_steps,sampler_name
00042-150_k_euler_1331052420_an-oblong-mire-in-a-premium-lake-by-harry-rountree-and-hasui-kawase-avant-garde-drawing,An oblong mire in a premium lake by Harry Rountree and Hasui Kawase | Avant-garde drawing,web-ui,1331052420,,txt2img,7.5,150,k_euler
00046-150_k_euler_3125427874_a-raw-cloud-of-smoke-in-a-spotty-cliff-by-miho-hirano-and-ub-iwerks-vintage-illustration,A raw cloud of smoke in a spotty cliff by Miho Hirano and Ub Iwerks | vintage illustration,web-ui,3125427874,,txt2img,7.5,150,k_euler
00041-50_k_euler_409026705_an-oblong-mire-in-a-premium-lake-by-harry-rountree-and-hasui-kawase-avant-garde-drawing,An oblong mire in a premium lake by Harry Rountree and Hasui Kawase | Avant-garde drawing,web-ui,409026705,,txt2img,7.5,50,k_euler
00070-150_k_dpm_2_1394434790_capital-city-of-the-free-republic-of-lberland-water-in-the-foreground-humongous-green-glass-dom,"capital city of the free republic of lberland,  water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,1394434790,,txt2img,7.5,150,k_dpm_2
00079-150_DDIM_2465459181_deep-forest-closeup-zoom-fantasy-backdrop-concept-art-realistic-illustration-video-game-digital-cg,"deep forest closeup zoom. fantasy backdrop. concept art. realistic illustration. video game digital cg artwork background. nature scenery, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski ",web-ui,2465459181,,txt2img,7.5,150,DDIM
00069-150_DDIM_53056335_capital-city-of-the-free-republic-of-lberland-water-in-the-foreground-humongous-green-glass-dome-and,"capital city of the free republic of lberland,  water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,53056335,,txt2img,7.5,150,DDIM
00054-150_DDIM_2191467977_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aestheti,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,2191467977,,txt2img,5,150,DDIM
00049-150_k_lms_2738600674_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesthet,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,2738600674,,txt2img,7.5,150,k_lms
00071-150_k_euler_a_1288706244_capital-city-of-the-free-republic-of-lberland-water-in-the-foreground-humongous-green-glass-d,"capital city of the free republic of lberland,  water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,1288706244,,txt2img,7.5,150,k_euler_a
00073-150_k_dpm_2_807813218_the-mountains-of-mourne-in-ireland-sweeping-down-to-the-sea-highly-detailed-digital-painting-con,"the mountains of mourne in ireland sweeping down to the sea, highly detailed, digital painting, concept art, sharp focus, by makoto shinkai ",web-ui,807813218,,txt2img,7.5,150,k_dpm_2
00064-150_k_lms_1739513531_capital-city-of-the-free-republic-of-lberland-pretty-women-enjoying-water-in-the-foreground-humon,"capital city of the free republic of lberland, pretty women enjoying water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,1739513531,,txt2img,7.5,150,k_lms
00080-150_k_lms_1204751986_deep-forest-closeup-zoom-fantasy-backdrop-concept-art-realistic-illustration-video-game-digital-c,"deep forest closeup zoom. fantasy backdrop. concept art. realistic illustration. video game digital cg artwork background. nature scenery, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski ",web-ui,1204751986,,txt2img,7.5,150,k_lms
00055-150_DDIM_1913959118_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aestheti,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,1913959118,,txt2img,7.5,150,DDIM
00053-150_k_lms_3214750207_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesthet,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,3214750207,,txt2img,5,150,k_lms
00047-150_k_euler_2310982713_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesth,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,2310982713,,txt2img,7.5,150,k_euler
00072-150_k_dpm_2_2596791641_capital-city-of-the-free-republic-of-lberland-water-in-the-foreground-humongous-green-glass-dom,"capital city of the free republic of lberland,  water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,2596791641,,txt2img,7.5,150,k_dpm_2
00067-150_k_lms_3536514707_capital-city-of-the-free-republic-of-lberland-pretty-women-enjoying-water-in-the-foreground-humon,"capital city of the free republic of lberland, pretty women enjoying water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,3536514707,,txt2img,7.5,150,k_lms
00059-150_k_lms_1323221332_crashed-ufo-in-to-the-ground-concept-art-art-station-landscape-greg-rutkowski-cinematic-lighting-,"crashed ufo in to the ground, concept art, art station landscape, greg rutkowski, cinematic lighting hyper realistic painting, dark atmosphere ",web-ui,1323221332,,txt2img,7.5,150,k_lms
00075-150_k_euler_675714564_the-mountains-of-mourne-in-ireland-sweeping-down-to-the-sea-highly-detailed-digital-painting-con,"the mountains of mourne in ireland sweeping down to the sea, highly detailed, digital painting, concept art, sharp focus, by makoto shinkai ",web-ui,675714564,,txt2img,7.5,150,k_euler
00063-150_k_lms_3223965622_painting-of-the-figures-of-three-investigators-in-a-lovecraftian-scenery-high-contrast-concept-ar,"painting of the figures of three investigators in a lovecraftian scenery, high contrast, concept art, dramatic lighting, digital art, 8 k, arkham city, call of cthulhu, extremely detailed, drawn by ruan jia ",web-ui,3223965622,,txt2img,7.5,150,k_lms
00051-150_k_euler_3290280022_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesth,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,3290280022,,txt2img,5,150,k_euler
00062-150_k_euler_659540465_painting-of-the-figures-of-three-investigators-in-a-lovecraftian-scenery-high-contrast-concept-a,"painting of the figures of three investigators in a lovecraftian scenery, high contrast, concept art, dramatic lighting, digital art, 8 k, arkham city, call of cthulhu, extremely detailed, drawn by ruan jia ",web-ui,659540465,,txt2img,7.5,150,k_euler
00065-150_k_lms_2003537660_capital-city-of-the-free-republic-of-lberland-pretty-women-enjoying-water-in-the-foreground-humon,"capital city of the free republic of lberland, pretty women enjoying water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,2003537660,,txt2img,7.5,150,k_lms
00068-150_DDIM_3853239809_capital-city-of-the-free-republic-of-lberland-pretty-women-enjoying-water-in-the-foreground-humong,"capital city of the free republic of lberland, pretty women enjoying water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,3853239809,,txt2img,7.5,150,DDIM
00074-150_k_lms_3910890767_the-mountains-of-mourne-in-ireland-sweeping-down-to-the-sea-highly-detailed-digital-painting-conc,"the mountains of mourne in ireland sweeping down to the sea, highly detailed, digital painting, concept art, sharp focus, by makoto shinkai ",web-ui,3910890767,,txt2img,7.5,150,k_lms
00078-150_DDIM_72197900_half-buried-ruins-of-an-ancient-lost-civilization-at-sunset-shadows-epic-composition-intricate-elega,"half buried ruins of an ancient lost civilization at sunset, shadows, epic composition, intricate, elegant, volumetric lighting, digital painting, highly detailed, artstation, sharp focus ",web-ui,72197900,,txt2img,7.5,150,DDIM
00060-150_k_lms_1546849091_crashed-ufo-in-to-the-ground-concept-art-art-station-landscape-greg-rutkowski-cinematic-lighting-,"crashed ufo in to the ground, concept art, art station landscape, greg rutkowski, cinematic lighting hyper realistic painting, dark atmosphere ",web-ui,1546849091,,txt2img,5,150,k_lms
00058-150_DDIM_1670864556_crashed-ufo-in-to-the-ground-concept-art-art-station-landscape-greg-rutkowski-cinematic-lighting-h,"crashed ufo in to the ground, concept art, art station landscape, greg rutkowski, cinematic lighting hyper realistic painting, dark atmosphere ",web-ui,1670864556,,txt2img,7.5,150,DDIM
00081-150_k_euler_674323923_deep-forest-closeup-zoom-fantasy-backdrop-concept-art-realistic-illustration-video-game-digital-,"deep forest closeup zoom. fantasy backdrop. concept art. realistic illustration. video game digital cg artwork background. nature scenery, cinematic view, epic sky, detailed, concept art, low angle, high detail, warm lighting, volumetric, godrays, vivid, beautiful, trending on artstation, by jordan grimmer, huge scene, grass, art greg rutkowski ",web-ui,674323923,,txt2img,7.5,150,k_euler
00050-150_k_lms_2592099687_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesthet,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,2592099687,,txt2img,7.5,150,k_lms
00052-150_k_euler_2336824497_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesth,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,2336824497,,txt2img,5,150,k_euler
00076-150_k_euler_3125436606_half-buried-ruins-of-an-ancient-lost-civilization-at-sunset-shadows-epic-composition-intricate-,"half buried ruins of an ancient lost civilization at sunset, shadows, epic composition, intricate, elegant, volumetric lighting, digital painting, highly detailed, artstation, sharp focus ",web-ui,3125436606,,txt2img,7.5,150,k_euler
00066-150_k_lms_2998926021_capital-city-of-the-free-republic-of-lberland-pretty-women-enjoying-water-in-the-foreground-humon,"capital city of the free republic of lberland, pretty women enjoying water in the foreground, humongous green glass dome and path around it and humongous futuristic glass buildings built in the horizon, sunset light, hyperdetailed, artstation, painting by gaston bussiere, craig mullins, j. c. leyendecker, 8 k ",web-ui,2998926021,,txt2img,7.5,150,k_lms
00056-150_DDIM_3600229603_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aestheti,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,3600229603,,txt2img,7.5,150,DDIM
00048-150_k_lms_1404996642_material-design-logo-for-an-online-store-that-sells-art-by-elokitty-cute-cyberpunk-kawaii-aesthet,"material design logo for an online store that sells art by elokitty. cute cyberpunk kawaii aesthetic. minimalist, vector art illustration, made with illustrator, trending on artstation hq, deviantart, vibrant colors, digital art, concept art, logotype design, 8 khd post - processing, smooth, sharp focus, winning award masterpiece ",web-ui,1404996642,,txt2img,7.5,150,k_lms
00057-150_DDIM_281130021_crashed-ufo-in-to-the-ground-concept-art-art-station-landscape-greg-rutkowski-cinematic-lighting-hy,"crashed ufo in to the ground, concept art, art station landscape, greg rutkowski, cinematic lighting hyper realistic painting, dark atmosphere ",web-ui,281130021,,txt2img,7.5,150,DDIM
00077-150_k_lms_518142180_half-buried-ruins-of-an-ancient-lost-civilization-at-sunset-shadows-epic-composition-intricate-ele,"half buried ruins of an ancient lost civilization at sunset, shadows, epic composition, intricate, elegant, volumetric lighting, digital painting, highly detailed, artstation, sharp focus ",web-ui,518142180,,txt2img,7.5,150,k_lms
00061-30_k_euler_729361142_painting-of-the-figures-of-three-investigators-in-a-lovecraftian-scenery-high-contrast-concept-ar,"painting of the figures of three investigators in a lovecraftian scenery, high contrast, concept art, dramatic lighting, digital art, 8 k, arkham city, call of cthulhu, extremely detailed, drawn by ruan jia ",web-ui,729361142,,txt2img,7.5,30,k_euler
